what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1456806899317
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1456806902572
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1456806905457
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1456806920248
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1456806922237
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1456806923753
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456806928840
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456806928926
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456806930312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456806930512
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456806933088
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456806933224
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1456806969776
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456806976354
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456807031808
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1456807040910
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1456807041642
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1456807041869
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1456807041912
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1456807042635
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1456807042795
opened,view,org.testng.eclipse,6.9.10.201512240000,"org.testng.eclipse.ResultView",1456807043917
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1456807045488
